BASE,SPECIES,STRAIN,PACBIO,ILLUMINA,SUBPHYLUM,PHYLUM,LOCUS,RNASEQ
Haplotype02,Trebouxia sp.,Hap2,m64346e_220308_223640.reads.fastq.gz,,Chlorophyta,Trebouxiophyceae,Hap02,
